Bacteria,NP_Synthesis,drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_avg,shape,method,ZOI_drug,ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),MDR_check,Tax_id,gram,biosafety_level,isolated_from,chemID,smiles,MolWt,MolLogP,NumHAcceptors,NumHDonors,TPSA,cal_logs,cal_pka_acidic,cal_pka_basic,cal_number_of_rings,cal_rule_of_five
Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,18.0,,0.9850221269403179,0.5,0,,,,,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,0.10620000000000512,25.0,19.0,530.4900000000002,-3.8,2.99,9.93,10.0,0.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.8358605438615749,0.2,0,['198620'],0.0,1.0,soil,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.8358605438615749,0.2,0,['198620'],0.0,1.0,soil,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Escherichia coli,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100,21.0,spherical,disc_diffusion,20.0,15.0,0.5722606562105461,0.21,0,['562'],0.0,2.0,urine,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35200000000003,-0.17602999999999924,5.0,4.0,113.72,-2.6,3.63,10.88,2.0,1.0
Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Tetracycline,Tetracyclines,,,,spherical,disc_diffusion,20.0,16.0,0.6722214584081216,,0,['562'],0.0,2.0,urine,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,-0.21439999999999837,9.0,6.0,181.61999999999998,-2.5,-2.2,8.24,4.0,0.0
Enterococcus faecalis,green_synthesis using extract of Klebsiella pneumoniae,Gentamicin,Aminoglycosides,10.0,10,20.0,spherical,disc_diffusion,20.0,10.0,0.5471889846800871,,0,['1351'],1.0,2.0,urine,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.8153940848143992,0.1,0,['618'],0.0,1.0,soil,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,-0.21439999999999837,9.0,6.0,181.61999999999998,-2.5,-2.2,8.24,4.0,0.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,22.0,,0.7834392742215933,0.0,0,,,,,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,-2.8,7.49,-2.8,1.0,1.0
Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,22.0,,0.7834392742215933,0.0,0,['618'],0.0,1.0,soil,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,-2.8,7.49,-2.8,1.0,1.0
Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,22.0,,0.7873252581616249,0.0,0,['727'],0.0,2.0,respiratory tract,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,-7.2914000000000065,15.0,11.0,282.61000000000007,-0.72,12.11,9.75,3.0,0.0
Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,22.0,,0.7873252581616249,0.0,0,['573'],0.0,2.0,respiratory tract,CHEMBL372795,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,581.5800000000005,-8.161100000000008,15.0,12.0,336.43000000000006,-1.7,11.09,11.6,3.0,0.0
Klebsiella pneumoniae,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycosides,20.0,20,44.45,spherical,well_diffusion,20.7,24.0,0.5459657466378363,,0,['573'],0.0,2.0,respiratory tract,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Escherichia coli,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10,13.0,spherical,disc_diffusion,12.0,,1.043036432140838,0.75,0,['562'],0.0,2.0,urine,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,5.0,3.0,112.73,-2.8,3.24,7.44,3.0,1.0
Escherichia coli,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,,18.0,spherical,disc_diffusion,12.0,,1.043036432140838,0.75,0,['562'],0.0,2.0,urine,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,5.0,3.0,112.73,-2.8,3.24,7.44,3.0,1.0
Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100,21.0,spherical,disc_diffusion,15.0,16.0,0.7921116773325227,0.96,0,['1280'],1.0,2.0,skin,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Escherichia coli,green_synthesis from fungus  Phytophthora infestans,Vancomycin,Carboxylic acids and derivatives,,,,spherical,disc_diffusion,18.0,18.0,0.636778445544146,,0,['562'],0.0,2.0,urine,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,0.10620000000000512,25.0,19.0,530.4900000000002,-3.8,2.99,9.93,10.0,0.0
Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,Ciprofloxacin,"
Quinolines and derivatives",10.0,100,21.0,spherical,disc_diffusion,19.0,14.0,0.576299140876797,0.22,0,['1270'],1.0,1.0,soil,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.34700000000004,1.5833,5.0,2.0,74.57,-2.4,5.76,8.68,4.0,1.0
Enterococcus faecalis,green_synthesis using extract of Klebsiella pneumoniae,Chloramphenicol,Benzene and substituted derivatives,10.0,10,20.0,spherical,disc_diffusion,19.0,10.0,0.5370247211701609,,0,['1351'],1.0,2.0,urine,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,-2.8,7.49,-2.8,1.0,1.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.7885484962038759,0.0,0,['1423'],1.0,1.0,soil,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.7834392742215933,0.0,0,['670'],0.0,2.0,water,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,-2.8,7.49,-2.8,1.0,1.0
Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.7873252581616249,0.0,0,,,,,CHEMBL1200699,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,462.4550000000002,-1.1722999999999981,9.0,6.0,213.12,-2.8,3.27,8.33,4.0,0.0
Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.7873252581616249,0.0,0,,,,,CHEMBL1200699,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,462.4550000000002,-1.1722999999999981,9.0,6.0,213.12,-2.8,3.27,8.33,4.0,0.0
Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.7851871246133701,0.0,0,,,,,CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,4.335420000000004,15.0,6.0,220.14999999999995,-4.3,6.9,7.53,5.0,0.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,21.0,,0.7861951286192609,0.0,0,,,,,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,-0.21439999999999837,9.0,6.0,181.61999999999998,-2.5,-2.2,8.24,4.0,0.0
Pseudomonas aeruginosa,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycosides,20.0,20,44.45,spherical,well_diffusion,2.8,24.0,0.5459657466378363,,0,['287'],0.0,2.0,soil,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,13.5,nanorods and triangles,disc_diffusion,7.0,,1.0495315233512732,7.2,0,['1423'],1.0,1.0,soil,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.32300000000004,1.2575999999999998,7.0,2.0,105.51,-2.7,17.33,7.16,2.0,1.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30,13.5,nanorods and triangles,disc_diffusion,11.0,,1.0434006691409938,2.3,0,['1423'],1.0,1.0,soil,CHEMBL572,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.15899999999996,0.07349999999999995,6.0,1.0,118.05000000000001,-2.8,8.23,-2.2,2.0,1.0
Salmonella  typhi,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10,13.0,spherical,disc_diffusion,11.0,,1.0405774168318354,0.8182,0,,,,,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,5.0,3.0,112.73,-2.8,3.24,7.44,3.0,1.0
Salmonella  typhi,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,,18.0,spherical,disc_diffusion,11.0,,1.0405774168318354,0.8182,0,,,,,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,5.0,3.0,112.73,-2.8,3.24,7.44,3.0,1.0
Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100,21.0,spherical,disc_diffusion,12.0,14.0,0.7789348671105466,1.78,0,['287'],0.0,2.0,soil,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35200000000003,-0.17602999999999924,5.0,4.0,113.72,-2.6,3.63,10.88,2.0,1.0
Salmonella  typhi,green_synthesis  by Bacillus sp.,Chloramphenicol,Benzene and substituted derivatives,50.0,10,28.0,spherical,disc_diffusion,13.0,13.0,0.7771488639123639,1.37,0,,,,,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995,0.9089999999999998,5.0,3.0,112.70000000000002,-2.8,7.49,-2.8,1.0,1.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30,13.5,nanorods and triangles,disc_diffusion,15.0,,1.043036432140838,0.8,0,['198620'],0.0,1.0,soil,CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.6080000000002,-8.424200000000015,17.0,13.0,331.93999999999994,-1.1,12.1,9.79,3.0,0.0
Salmonella Paratyphi,green_synthesis  by Bacillus sp.,Levofloxacin,"
Quinolines and derivatives",5.0,10,28.0,spherical,disc_diffusion,15.0,15.0,0.773666319413978,0.8,0,,,,,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37300000000005,1.5439999999999998,6.0,1.0,75.00999999999999,-2.4,5.45,6.2,4.0,1.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,16.0,,1.041490490510376,0.6,0,['198620'],0.0,1.0,soil,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,1.785600000000004,14.0,5.0,193.91,-3.2,12.44,8.38,3.0,0.0
Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100,21.0,spherical,disc_diffusion,16.0,15.0,0.7789652302864906,0.56,0,['1351'],1.0,2.0,urine,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35200000000003,-0.17602999999999924,5.0,4.0,113.72,-2.6,3.63,10.88,2.0,1.0
Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,17.0,,0.8560899469078214,0.4,0,,,,,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,-0.21439999999999837,9.0,6.0,181.61999999999998,-2.5,-2.2,8.24,4.0,0.0
Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,18.0,,0.8358605438615749,0.2,0,,,,,CHEMBL1010,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],477.45600000000013,-4.953199999999996,12.0,2.0,176.34000000000003,-3.5,3.18,4.15,3.0,1.0
Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100,21.0,spherical,disc_diffusion,18.0,14.0,0.5734838942527972,0.23,0,['1270'],1.0,1.0,soil,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35200000000003,-0.17602999999999924,5.0,4.0,113.72,-2.6,3.63,10.88,2.0,1.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30,13.5,nanorods and triangles,disc_diffusion,19.0,,0.8165242143567633,0.1,0,,,,,CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.6080000000002,-8.424200000000015,17.0,13.0,331.93999999999994,-1.1,12.1,9.79,3.0,0.0
Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,19.0,,0.8165242143567633,0.1,0,['198620'],0.0,1.0,soil,CHEMBL1200699,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,462.4550000000002,-1.1722999999999981,9.0,6.0,213.12,-2.8,3.27,8.33,4.0,0.0
Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,19.0,,0.8153940848143992,0.1,0,['287'],0.0,2.0,soil,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,-0.21439999999999837,9.0,6.0,181.61999999999998,-2.5,-2.2,8.24,4.0,0.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7885484962038759,0.0,0,['1423'],1.0,1.0,soil,CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.6080000000002,-8.424200000000015,17.0,13.0,331.93999999999994,-1.1,12.1,9.79,3.0,0.0
Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,['618'],0.0,1.0,soil,CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.6080000000002,-8.424200000000015,17.0,13.0,331.93999999999994,-1.1,12.1,9.79,3.0,0.0
Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,['618'],0.0,1.0,soil,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.4110000000001,0.023700000000000443,6.0,4.0,132.96,-2.6,3.23,7.43,3.0,1.0
Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7885484962038759,0.0,0,['1280'],1.0,2.0,skin,CHEMBL1010,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],477.45600000000013,-4.953199999999996,12.0,2.0,176.34000000000003,-3.5,3.18,4.15,3.0,1.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,,,,,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,['584'],0.0,2.0,urine,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,['287'],0.0,2.0,soil,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,['670'],0.0,2.0,water,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,11.0,3.0,191.22,-5.0,2.77,4.26,4.0,0.0
Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,,,,,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.198999999999999,15.0,4.0,215.22000000000003,-3.7,2.7,3.36,4.0,0.0
Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7873252581616249,0.0,0,['618'],0.0,1.0,soil,CHEMBL1200699,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,462.4550000000002,-1.1722999999999981,9.0,6.0,213.12,-2.8,3.27,8.33,4.0,0.0
Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7851871246133701,0.0,0,['670'],0.0,2.0,water,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,1.785600000000004,14.0,5.0,193.91,-3.2,12.44,8.38,3.0,0.0
Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30,13.5,nanorods and triangles,disc_diffusion,20.0,,0.7885484962038759,0.0,0,['1423'],1.0,1.0,soil,CHEMBL463809,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,477.60300000000035,-3.327499999999995,12.0,8.0,199.73,-1.6,12.55,10.12,9.0,0.0
